Patent ID,IPC
JP2017210478,A61K0031135
JP2017210478,A61K004732
JP2017210478,A61K004738
JP2017210478,A61P002902
JP2017210478,A61P004300
JP2017226652,A61K0031551
JP2017226652,A61K000908
JP2017226652,A61K0031498
JP2017226652,A61P004300
JP2018012662,A61K00314184
JP2018012662,A61K000936
JP2018012662,A61K00314422
JP2018012662,A61K004702
JP2018012662,A61K004710
JP2018012662,A61K004718
JP2018012662,A61K004738
JP2018012662,A61P004300
JP2018035202,A61K00314422
JP2018035202,A61K000916
JP2018035202,A61K000920
JP2018035202,A61K000930
JP2018035202,A61K000932
JP2018035202,A61K000936
JP2018035202,A61K00314184
JP2018035202,A61K004702
JP2018035202,A61K004706
JP2018035202,A61K004710
JP2018035202,A61K004712
JP2018035202,A61K004714
JP2018035202,A61K004718
JP2018035202,A61K004722
JP2018035202,A61K004726
JP2018035202,A61K004732
JP2018035202,A61K004736
JP2018035202,A61K004738
JP2018035202,A61K004744
JP2018035202,A61P000912
JP2018035202,A61P004300
JP2018104384,A61K0031167
JP2018104384,A61K000916
JP2018104384,A61K000920
JP2018104384,A61K000928
JP2018104384,A61K0031137
JP2018104384,A61K004738
JP2018104384,A61P002504
JP2018104384,A61P004300
JP2018127431,A61K000944
JP2018127431,A61K000928
JP2018127431,A61K0031137
JP2018127431,A61K0031167
JP2018127431,A61K004702
JP2018127431,A61K004712
JP2018127431,A61K004732
JP2018127431,A61K004736
JP2018127431,A61K004738
JP2018127431,A61P002504
JP2018127431,A61P002900
JP2018197270,A61K00314184
JP2018197270,A61K000920
JP2018197270,A61K000930
JP2018197270,A61K000932
JP2018197270,A61K000936
JP2018197270,A61K00314422
JP2018197270,A61K004702
JP2018197270,A61K004710
JP2018197270,A61K004712
JP2018197270,A61K004714
JP2018197270,A61K004718
JP2018197270,A61K004726
JP2018197270,A61K004732
JP2018197270,A61K004734
JP2018197270,A61K004736
JP2018197270,A61K004738
JP2018197270,A61P000912
JP2018197270,A61P004300
JP2018199674,A61K003113
JP2018199674,A61K000920
JP2018199674,A61K0031445
JP2018199674,A61K004732
JP2018199674,A61K004738
JP2018199674,A61P002528
JP2018199674,A61P004300
JP2019001782,A61K00314245
JP2019001782,A61K000924
JP2019001782,A61K000930
JP2019001782,A61K00314422
JP2019001782,A61K004704
JP2019001782,A61K004710
JP2019001782,A61K004726
JP2019001782,A61K004732
JP2019001782,A61K004736
JP2019001782,A61K004738
JP2019001782,A61P000912
JP2019001782,A61P004300
JP2019019128,A61K0031192
JP2019019128,A61K000932
JP2019019128,A61K0031195
JP2019019128,A61K004702
JP2019019128,A61K004704
JP2019019128,A61K004722
JP2019019128,A61K004732
JP2019019128,A61P002900
JP2019026609,A61K0031445
JP2019026609,A61K000920
JP2019026609,A61K0031137
JP2019026609,A61K003146
JP2019026609,A61K003681
JP2019026609,A61K004500
JP2019026609,A61P001106
JP2019026609,A61P001114
JP2019026609,A61P003708
JP2019026609,A61P004300
JP2019026644,A61K0031445
JP2019026644,A61K000920
JP2019026644,A61K0031137
JP2019026644,A61K004500
JP2019026644,A61K004712
JP2019026644,A61P001106
JP2019026644,A61P001114
JP2019026644,A61P003708
JP2019026644,A61P004300
JP2019031491,A61K00314035
JP2019031491,A61K0031133
JP2019031491,A61K004710
JP2019031491,A61K004732
JP2019031491,A61K004738
JP2019031491,A61P000310
JP2019043880,A61K003147
JP2019043880,A61K000914
JP2019043880,A61K000916
JP2019043880,A61K000920
JP2019043880,A61K000948
JP2019043880,A61K0031397
JP2019043880,A61K004722
JP2019043880,A61P000306
JP2019043880,A61P004300
JP2019059706,A61K00314422
JP2019059706,A61K000920
JP2019059706,A61K00314245
JP2019059706,A61K00315395
JP2019059706,A61K004738
JP2019069981,A61K00314422
JP2019069981,A61K000916
JP2019069981,A61K000920
JP2019069981,A61K000930
JP2019069981,A61K000932
JP2019069981,A61K000936
JP2019069981,A61K00314184
JP2019069981,A61K004702
JP2019069981,A61K004706
JP2019069981,A61K004710
JP2019069981,A61K004712
JP2019069981,A61K004714
JP2019069981,A61K004718
JP2019069981,A61K004722
JP2019069981,A61K004726
JP2019069981,A61K004732
JP2019069981,A61K004736
JP2019069981,A61K004738
JP2019069981,A61K004744
JP2019069981,A61P000912
JP2019069981,A61P004300
JP2019112373,A61K0031192
JP2019112373,A61K000920
JP2019112373,A61K003127
JP2019112373,A61P002900
JP2019137651,A61K0031192
JP2019137651,A61K000920
JP2019137651,A61K000948
JP2019137651,A61K003127
JP2019137651,A61P002900
JP2019147797,A61K0031445
JP2019147797,A61K000916
JP2019147797,A61K000920
JP2019147797,A61K000948
JP2019147797,A61K0031137
JP2019147797,A61K003146
JP2019147797,A61K004500
JP2019147797,A61K004718
JP2019147797,A61P001700
JP2019147797,A61P003708
JP2019151657,A61K00314184
JP2019151657,A61K000920
JP2019151657,A61K00314422
JP2019151657,A61K004702
JP2019151657,A61K004726
JP2019151657,A61K004732
JP2019151657,A61K004736
JP2019151657,A61K004738
JP2019151657,A61P000912
JP2019151657,A61P004300
JP2019214562,A61K00315415
JP2019214562,A61K000930
JP2019214562,A61K0031167
JP2019214562,A61K0031485
JP2019214562,A61K0031522
JP2019214562,A61K0031609
JP2019214562,A61K004702
JP2019214562,A61K004738
JP2019214562,A61P002504
JP2019214562,A61P002900
JP2019214562,A61K00315415
JP2019214562,A61K000930
JP2019214562,A61K0031167
JP2019214562,A61K0031485
JP2019214562,A61K0031522
JP2019214562,A61K0031609
JP2019214562,A61K004702
JP2019214562,A61K004738
JP2019214562,A61P002504
JP2019214562,A61P002900
KR2006006469,A61K0031155
KR2006006469,A61K00314015
KR2010097264,C07D040308
KR2010097264,C07D025900
KR2010097264,C07D040308
KR2010097264,C07D025900
KR2011136505,A61K003816
KR2011136505,A61P002500
KR2011136505,A61P002528
KR2012137998,A61K000948
KR2012137998,A61K000916
KR2012137998,A61K003118
KR2013027751,A61K003105
KR2013027751,A61K0031045
KR2013027751,A61P000102
KR2013113734,A61K00314709
KR2013113734,A61K003616
KR2013113734,A61P000900
KR2013113734,A61P000910
KR2013119765,A61K0031573
KR2013119765,A61K003156
KR2013119765,A61P001700
KR2013119765,A61P003104
KR2013141273,A61K0031155
KR2013141273,A61K000922
KR2013141273,A61K000928
KR2013141273,A61K004738
KR2014047845,A61K00314184
KR2014047845,A61P000310
KR2014047845,A61P000912
KR2014047845,A61P002706
KR2014130579,A61K000948
KR2014130579,A61K000916
KR2014130579,A61K00314365
KR2014130579,A61K0031616
KR2014145508,A61K000908
KR2014145508,A61K0031136
KR2014145508,A61K0031495
KR2014145508,A61K004704
KR2015034120,A61K000920
KR2015034120,A61K00314178
KR2015034120,A61K003144
KR2015034120,A61K004738
KR2015036898,A61K000920
KR2015036898,A61K000948
KR2015036898,A61K003140
KR2015042408,A61K000916
KR2015042408,A61K000922
KR2015042408,A61K0031135
KR2015042408,A61K0031167
KR2015042408,A61K004738
KR2015069205,A61K000924
KR2015069205,A61K000920
KR2015069205,A61K000922
KR2015069205,A61K003118
KR2015069205,A61K0031505
KR2015105496,A61K000924
KR2015105496,A61K000920
KR2015105496,A61K004738
KR2016023962,A61K000928
KR2016023962,A61K00314985
KR2016023962,A61K003158
KR2016023962,A61K004738
KR2016052472,A61K000920
KR2016052472,A61K000916
KR2016052472,A61K000948
KR2016052472,A61K00314709
KR2016052472,A61K003616
KR2016052473,A61K000920
KR2016052473,A61K000916
KR2016052473,A61K000948
KR2016052473,A61K00314709
KR2016052473,A61K003616
KR2016082169,A61K000928
KR2016082169,A61K0031192
KR2016105044,A61K000948
KR2016105044,A61K000916
KR2016105044,A61K000920
KR2016105044,A61K0031397
KR2016105044,A61K0031505
KR2016111237,A61K000924
KR2016111237,A61K000900
KR2016111237,A61K000920
KR2016111237,A61K004736
KR2016118097,A61K003159
KR2016118097,A61K000906
KR2016118097,A61K000908
KR2016133065,A61K0031409
KR2016133065,A61K0031337
KR2016133065,A61K003170
KR2016133065,A61K004506
KR2017001921,A61K000920
KR2017001921,A61K000916
KR2017001921,A61K00314184
KR2017001921,A61K004726
KR2017001921,A61K004738
KR2017076609,A61K000920
KR2017076609,A61K000928
KR2017076609,A61K00314184
KR2017076609,A61K003144
KR2017080393,A61K000920
KR2017080393,A61K00314184
KR2017080393,A61K003144
KR2017084871,A61K003813
KR2017084871,A61K000900
KR2017084871,A61K000908
KR2017084871,A61K00317016
KR2018002437,A61K000948
KR2018002437,A61K000920
KR2018002437,A61K000928
KR2018002437,A61K003144
KR2018002437,A61K00314415
KR2018002460,A61K0031155
KR2018002460,A61K000920
KR2018002460,A61K0031519
KR2018002460,A61K003164
KR2018012837,A61K000950
KR2018012837,A61K000900
KR2018012837,A61K000916
KR2018012837,A61K0031202
KR2018012837,A61K0031505
KR2018012837,A61P000900
KR2018060688,A61K000920
KR2018060688,A61K00314184
KR2018060688,A61K00314422
KR2018085496,A61K000919
KR2018085496,A61K0031431
KR2018085496,A61K0031573
KR2018085496,A61K004702
KR2018116941,A61K004800
KR2018116941,A23L003313
KR2018116941,A61K0031155
KR2018116941,A61K0031427
KR2019003914,A61K000920
KR2019003914,A61K000900
KR2019003914,A61K0031155
KR2019003914,A61K0031522
KR2019011045,A61K000950
KR2019011045,A61K000916
KR2019011045,A61K000920
KR2019011045,A61K0031519
KR2019011045,A61K0031616
KR2019023939,A61K000924
KR2019023939,A61K000920
KR2019023939,A61K00314422
KR2019023939,A61K0031505
KR2019023940,A61K000924
KR2019023940,A61K000920
KR2019023940,A61K00314184
KR2019023940,A61K00314422
KR2019038027,A61K000948
KR2019038027,A61K0031167
KR2019038027,A61K004710
KR2019040765,A61K0031517
KR2019040765,A61K000920
KR2019040765,A61K000928
KR2019040765,A61K0031155
KR2019045739,A61K000920
KR2019045739,A61K000916
KR2019045739,A61K0031155
KR2019045739,A61K0031522
KR2019056758,A61K0031145
KR2019056758,A61K0031409
KR2019056758,A61K00317068
KR2019098638,A61K0009107
KR2019098638,A61K000900
KR2019098638,A61K0031593
KR2019098638,A61K0031663
KR2019098638,A61K004714
KR2019098638,A61P001910
KR2019138537,A61K000924
KR2019138537,A61K000920
KR2019138537,A61K000950
KR2019138537,A61K0031155
KR2019138537,A61K0031506
KR2019138537,A61P000310
KR2019140677,A01N003102
KR2019140677,A61K0031202
KR2019140677,A61P003104
KR2020014049,A61K000924
KR2020014049,A61K000920
KR2020014049,A61K00314184
KR2020014049,A61K00314422
KR2020014049,A61K0031505
RU2232574,A61K0031138
RU2232574,A61K0031704
RU2232574,A61P002524
US10335464,A61K003826
US10335464,A61B0005145
US10335464,A61K003828
US10335464,A61P000310
US10335464,G16H002017
US10335464,G16H001060
US10517950,A61K004702
US10517950,A61K000900
US10517950,A61K000920
US10517950,A61K00314439
US10517950,A61K00315415
US10517950,A61K004506
US10517950,A61K004740
US10517950,A61K004769
US10517950,C08B003716
US20010008905,C12N001509
US20010008905,A61K003117
US20010008905,A61K003170
US20010008905,A61K004500
US20010008905,A61K004506
US20010008905,A61P003112
US20010008905,A61P004300
US20010008905,B65F000100
US20010008905,B65F000106
US20010008905,B65F000114
US20010008905,C12N000700
US20010018431,A61K003166
US20010018431,A61K0031663
US20010018431,A61K0031675
US20010020023,A61K0031495
US20010044466,A61K000908
US20010044466,A61K003119
US20010044466,A61K0031192
US20010044466,A61K0031195
US20010044466,A61K0031198
US20010044466,A61P003500
US20010044466,A61K000908
US20010044466,A61K003119
US20010044466,A61K0031192
US20010044466,A61K0031195
US20010044466,A61K0031198
US20010044466,A61P003500
US20010049384,A61K0031135
US20010049384,A61K003141
US20020022032,A61K004100
US20020039998,C07D024304
US20020039998,A61K0031335
US20020039998,A61K0031336
US20020039998,A61K0031337
US20020039998,A61K003134
US20020039998,A61K0031341
US20020039998,A61K0031395
US20020039998,A61K0031425
US20020039998,A61K0031426
US20020039998,A61K003144
US20020039998,A61K00314427
US20020039998,A61K0031445
US20020039998,A61K0031453
US20020039998,A61K003147
US20020039998,A61K0031472
US20020039998,A61K0031498
US20020039998,A61K0031535
US20020039998,A61K00315375
US20020039998,A61K003155
US20020039998,A61K00317048
US20020039998,A61K003805
US20020039998,A61K003806
US20020039998,A61K003855
US20020039998,A61P003112
US20020039998,A61P003118
US20020039998,C07D021722
US20020039998,C07D027724
US20020039998,C07D027728
US20020039998,C07D029508
US20020039998,C07D029518
US20020039998,C07D030346
US20020039998,C07D030720
US20020039998,C07D040114
US20020039998,C07D041712
US20020039998,C08F000234
US20020114832,A61K000952
US20020114832,A61K000962
US20020114832,A61K003623
US20020114832,A61K0036534
US20020156062,A61K004724
US20020156062,A61K0009107
US20020156062,A61K0009127
US20020156062,A61K004100
US20020156062,A61K004710
US20020156062,A61K004722
US20020156062,A61K004748
US20020156062,C09K000300
US20030031713,A61K000920
US20030031713,A61K000924
US20030031713,A61K0031137
US20030031713,A61K0031445
US20030031713,A61K00314545
US20030031713,A61K0031473
US20030031713,A61K004500
US20030031713,A61K004704
US20030031713,A61K004712
US20030031713,A61K004718
US20030031713,A61K004732
US20030031713,A61K004736
US20030031713,A61K004738
US20030031713,A61P001102
US20030031713,A61P003708
US20030031713,A61K004702
US20030086971,A61K000928
US20030086971,A61K000920
US20030086971,A61K000922
US20030086971,A61K000924
US20030086971,A61K000932
US20030086971,A61K0031137
US20030086971,A61K0031445
US20030086971,A61K00314545
US20030086971,A61K0031473
US20030086971,A61K004500
US20030086971,A61K004702
US20030086971,A61K004704
US20030086971,A61K004712
US20030086971,A61K004730
US20030086971,A61K004732
US20030086971,A61K004734
US20030086971,A61K004738
US20030086971,A61P001102
US20030086971,A61P001106
US20030086971,A61P001700
US20030086971,A61P001704
US20030138464,A61K000900
US20030138464,A61K000922
US20030138464,A61K000970
US20030138464,A61K00314468
US20030138464,A61K00314535
US20030138464,A61M003100
US20030138464,A61N000130
US20030138464,A61F000703
US20030138464,A61F001300
US20030138464,A61M003700
US20030144306,A61K000908
US20030144306,A61K000900
US20030144306,A61K000914
US20030144306,A61K000916
US20030144306,A61K000920
US20030144306,A61K000924
US20030144306,A61K000928
US20030144306,A61K000946
US20030144306,A61K000948
US20030144306,A61K003100
US20030144306,A61K0031198
US20030144306,A61K00314439
US20030144306,A61K0031522
US20030144306,A61K003300
US20030144306,A61K003306
US20030144306,A61K003310
US20030144306,A61K003600
US20030144306,A61K003618
US20030144306,A61K0036185
US20030144306,A61K003653
US20030144306,A61K0036534
US20030144306,A61K003674
US20030144306,A61K003682
US20030144306,A61K004500
US20030144306,A61K004506
US20030144306,A61K004702
US20030144306,A61K004746
US20030144306,A61P000104
US20030144306,C07D040112
US20030149007,A61K000908
US20030149007,A61K000900
US20030149007,A61K0031135
US20030149007,A61K0031137
US20030149007,A61K003146
US20030149007,A61K004704
US20030149007,A61K004718
US20030149007,A61K004726
US20030149007,A61P001100
US20030149007,A61P001108
US20030149007,A61P002500
US20030153509,A61K004500
US20030153509,A61K003100
US20030153509,A61K0031137
US20030153509,A61K003115
US20030153509,A61K0031155
US20030153509,A61K003140
US20030153509,A61K0031401
US20030153509,A61K003146
US20030153509,A61K003148
US20030153509,A61K003169
US20030153509,A61K0031702
US20030153509,A61K003800
US20030153509,A61K003805
US20030153509,A61K003828
US20030153509,A61K003855
US20030153509,A61K004506
US20030153509,A61P000304
US20030153509,A61P000306
US20030153509,A61P000308
US20030153509,A61P000310
US20030153509,A61P004300
US20030153509,C07K000506
US20030212060,A61K0031137
US20030212060,A61K0031445
US20030212060,A61K0031519
US20030212060,A61K0031551
US20030215396,A61K000900
US20030215396,A61K0031137
US20030215396,A61K00314745
US20030215396,A61K004712
US20030215396,A61K004718
US20030215396,A61L000904
US20030215396,A61K000900
US20030215396,A61K0031137
US20030215396,A61K00314745
US20030215396,A61K004712
US20030215396,A61K004718
US20030215396,A61L000904
US20030224046,A61K000920
US20030224046,A61K000922
US20030224046,A61K004506
US20030232876,A61K003140
US20030232876,A61K0031405
US20030232876,A61K003148
US20030232876,A61K0031495
US20030232876,A61K004506
US20040022817,A61K000900
US20040022817,A61K0009127
US20040022817,A61K000914
US20040022817,A61K000950
US20040022817,A61K003100
US20040022817,A61K0031337
US20040022817,A61K00314745
US20040022817,A61K0031704
US20040022817,A61K00317048
US20040022817,A61K00317072
US20040022817,A61K00317076
US20040022817,A61K003324
US20040022817,A61K004506
US20040022817,A61K000900
US20040022817,A61K0009127
US20040022817,A61K000914
US20040022817,A61K000950
US20040022817,A61K003100
US20040022817,A61K0031337
US20040022817,A61K00314745
US20040022817,A61K0031704
US20040022817,A61K00317048
US20040022817,A61K00317072
US20040022817,A61K00317076
US20040022817,A61K003324
US20040022817,A61K004506
US20040058018,A61K000908
US20040058018,A61K000900
US20040058018,A61K000914
US20040058018,A61K000916
US20040058018,A61K000920
US20040058018,A61K000924
US20040058018,A61K000928
US20040058018,A61K000946
US20040058018,A61K000948
US20040058018,A61K003100
US20040058018,A61K0031198
US20040058018,A61K00314439
US20040058018,A61K0031522
US20040058018,A61K003300
US20040058018,A61K003306
US20040058018,A61K003310
US20040058018,A61K003600
US20040058018,A61K003618
US20040058018,A61K0036185
US20040058018,A61K003653
US20040058018,A61K0036534
US20040058018,A61K003674
US20040058018,A61K003682
US20040058018,A61K004500
US20040058018,A61K004506
US20040058018,A61K004702
US20040058018,A61K004746
US20040058018,A61P000104
US20040058018,C07D040112
US20040102445,A61K004718
US20040102445,A61K0031498
US20040102445,A61K0031535
US20040102445,A61K00315377
US20040102445,A61K004506
US20040102445,A61P002702
US20040102445,A61P002706
US20040110734,A61K003156
US20040110734,A01N004500
US20040110734,A61K000900
US20040110734,A61K003155
US20040110734,A61K0031551
US20040110734,A61K0031553
US20040110734,A61K0031554
US20040110734,A61K0031573
US20040110734,A61K004506
US20040110734,A61P000104
US20040110734,A61P000110
US20040110734,A61P001106
US20040110734,A61P001700
US20040110734,A61P001706
US20040110734,A61P002500
US20040110734,A61P002528
US20040110734,A61P002900
US20040110734,A61P003700
US20040110734,A61P004300
US20040110734,G01N003368
US20040110734,A61K003156
US20040110734,A01N004500
US20040110734,A61K000900
US20040110734,A61K003155
US20040110734,A61K0031551
US20040110734,A61K0031553
US20040110734,A61K0031554
US20040110734,A61K0031573
US20040110734,A61K004506
US20040110734,A61P000104
US20040110734,A61P000110
US20040110734,A61P001106
US20040110734,A61P001700
US20040110734,A61P001706
US20040110734,A61P002500
US20040110734,A61P002528
US20040110734,A61P002900
US20040110734,A61P003700
US20040110734,A61P004300
US20040110734,G01N003368
US20050069580,A61K004714
US20050069580,A61K000922
US20050069580,A61K000924
US20050069580,A61K000950
US20050069580,A61K003100
US20050069580,A61K0031135
US20050069580,A61K0031137
US20050069580,A61K00314402
US20050069580,A61K0031445
US20050069580,A61K00314545
US20050069580,A61K0031495
US20050069580,A61K004506
US20050069580,A61K004732
US20050069580,A61K004736
US20050069580,A61K004738
US20050069580,A61K004742
US20050069580,A61K004744
US20050069580,A61K004746
US20050069580,A61P001100
US20050069580,A61P001102
US20050069580,A61P003708
US20050069580,A61P004300
US20050101580,A61K000834
US20050101580,A61K000835
US20050101580,A61K000863
US20050101580,A61K000867
US20050101580,A61K000869
US20050101580,A61K000906
US20050101580,A61K003105
US20050101580,A61K003158
US20050101580,A61Q001902
US20050143404,A61K000920
US20050143404,A61K0031427
US20050143404,A61K0031513
US20050143404,A61K000916
US20050147670,A61K000914
US20050147670,A61K000920
US20050147670,A61K000922
US20050147670,A61K000924
US20050147670,A61K000928
US20050147670,A61K000932
US20050147670,A61K000934
US20050147670,A61K000936
US20050147670,A61K000948
US20050147670,A61K000964
US20050147670,A61K0031137
US20050147670,A61K0031195
US20050147670,A61K0031198
US20050147670,A61K0031223
US20050147670,A61P002516
US20050147670,A61P004300
US20050147670,B27N000300
US20050148521,A61K003112
US20050148521,A61K0031122
US20050148521,A61K0031195
US20050148521,A61K0031196
US20050148521,A61K0031337
US20050148521,A61K0031405
US20050148521,A61K00314745
US20050148521,A61K0031522
US20050148521,A61K0031525
US20050148521,A61K0031573
US20050148521,A61K003165
US20050148521,A61K0031663
US20050148521,A61K0031675
US20050148521,A61K0031704
US20050148521,A61K004506
US20050148521,A61P000306
US20050148521,A61P000900
US20050148521,A61P003500
US20050148521,A61P004300
US20050192274,A61K000972
US20050192274,A61K0031155
US20050192274,A61K003154
US20050192274,A61K00315415
US20050192274,A61K004506
US20050192274,A61P003500
US20050192274,A61P004300
US20050203125,C07D022128
US20050203125,A61K000920
US20050203125,A61K000948
US20050203125,A61K00314745
US20050203125,A61K0031485
US20050203125,A61K003149
US20050203125,A61P000900
US20050203125,A61P000910
US20050203125,A61P002104
US20050203125,A61P002500
US20050203125,A61P002504
US20050203125,A61P002516
US20050203125,A61P002528
US20050203125,A61P004300
US20050203125,C07D045304
US20050203152,A61K0031427
US20050203152,A61K003804
US20050203152,C07D041702
US20050203152,C07D041712
US20050220870,A61K000920
US20050220870,A61K00314439
US20050222101,A61K0031137
US20050222101,A61K003155
US20050222101,A61K0031573
US20060052317,A61K00317072
US20060052317,C12N001509
US20060052317,A61K003117
US20060052317,A61K003119
US20060052317,A61K003170
US20060052317,A61K00317076
US20060052317,A61K004500
US20060052317,A61K004506
US20060052317,A61P003112
US20060052317,A61P004300
US20060052317,B65F000100
US20060052317,B65F000106
US20060052317,B65F000114
US20060052317,C12N000700
US20060079491,A61K003156
US20060140990,A61K00317034
US20060140990,A61K000900
US20060140990,A61K003156
US20060140990,A61K0039395
US20060140990,A61K004800
US20060142290,A61K0031537
US20060142290,A61K0031135
US20060142290,A61K0031138
US20060142290,A61K003116
US20060142290,A61K0031485
US20060142290,A61P000304
US20060154892,A61K00317072
US20060154892,C12N001509
US20060154892,A61K003117
US20060154892,A61K003119
US20060154892,A61K003170
US20060154892,A61K004500
US20060154892,A61K004506
US20060154892,A61P003112
US20060154892,A61P004300
US20060154892,B65F000100
US20060154892,B65F000106
US20060154892,B65F000114
US20060154892,C12N000700
US20060167031,A61K0031513
US20060205701,A61K003156
US20060234991,A61K0031573
US20060234991,A61K0031519
US20060234991,A61K003156
US20060234991,A61K003157
US20060234991,A61K0031675
US20060234991,A61K004506
US20060234991,A61P000104
US20060234991,A61P000310
US20060234991,A61P001106
US20060234991,A61P001700
US20060234991,A61P001706
US20060234991,A61P001902
US20060234991,A61P002100
US20060234991,A61P002500
US20060234991,A61P002900
US20060234991,A61P003702
US20060234991,A61P004300
US20060235001,A61K0031655
US20060235001,A61K0031473
US20060235001,A61K0031496
US20060235001,A61K0031538
US20060235001,A61K00315415
US20060235001,A61K003155
US20070010502,A61K0031573
US20070010502,A61K0031415
US20070010502,A61K0031519
US20070010502,A61K0031525
US20070010502,A61K00315415
US20070010502,A61K0031551
US20070010502,A61K0031565
US20070010502,A61K003159
US20070010502,A61K003160
US20070010502,A61K003800
US20070010502,A61K003813
US20070010502,A61K004506
US20070010502,A61K000900
US20070010502,A61K000920
US20070031489,A61K0031485
US20070031489,A61K000920
US20070031489,A61K000922
US20070031489,A61K0031445
US20070031489,A61K004506
US20070031489,A61P001100
US20070031489,A61P002504
US20070099906,A61K000972
US20070099906,A61K00315415
US20070099906,A61K0031155
US20070099906,A61K0031495
US20070099906,A61K003154
US20070099906,A61K004506
US20070099906,A61P003500
US20070099906,A61P004300
US20070111975,A61K003157
US20070111975,A61K003156
US20070117778,A61K0031739
US20070154516,A61K00317048
US20070154516,A61K003143
US20070154516,A61K0031496
US20070154516,A61K0031545
US20070154516,A61K00317034
US20070207988,A61K003556
US20070207988,A61K000834
US20070207988,A61K000835
US20070207988,A61K000863
US20070207988,A61K000867
US20070207988,A61K000869
US20070207988,A61K000906
US20070207988,A61K003105
US20070207988,A61K003158
US20070207988,A61Q001902
US20070281021,A61K0031485
US20070281021,A61K000922
US20080038343,A61K003156
US20080038343,A61K000916
US20080038343,A61K000928
US20080038343,A61K00314985
US20080038343,A61P001500
US20080103153,A61K0031498
US20080103153,A61P002706
US20080107726,A61K000920
US20080107726,A61K000926
US20080107726,A61K000948
US20080107726,A61K000950
US20080107726,A61K0031135
US20080107726,A61K0031535
US20080107726,A61K004730
US20080107726,A61P004300
US20080110792,B65D008304
US20080110792,B65D008542
US20080110792,B65D008304
US20080110792,B65D008542
US20080113026,A61K000924
US20080113026,A61K000924
US20080131396,A61K003820
US20080131396,A61P003500
US20080131396,C12N000506
US20080139545,A61K00315383
US20080139545,A61K0031497
US20080139545,A61P003100
US20080139545,A61P003104
US20080139545,A61P003112
US20080153830,A61K0031135
US20080153830,A61K0031137
US20080153830,A61K0031138
US20080153830,A61K003118
US20080153830,A61K00314164
US20080153830,A61K0031417
US20080153830,A61K00314375
US20080153830,A61K0031506
US20080153830,A61K0031517
US20080153830,A61K0031519
US20080153830,A61P002500
US20080153830,A61P002900
US20080171791,A61K0031201
US20080171791,A61K0031198
US20080233196,A61K0031397
US20080233196,A61K000914
US20080249141,A61K00314422
US20080253970,A61K000912
US20080260655,A61K000912
US20080260655,A61K000804
US20080260655,A61P001700
US20080260655,A61Q001900
US20090048261,A61K0031498
US20090048261,A61K0031382
US20090048261,A61K0031433
US20090048261,A61P002702
US20090075950,A61K003160
US20090075950,A61K000920
US20090075950,A61K003100
US20090075950,A61K0031435
US20090075950,A61K004506
US20090075950,A61K000916
US20090075950,A61K000950
US20090075955,A61K0031573
US20090075955,A61P002900
US20090099145,A61K0031565
US20090099145,A61P000702
US20090130208,A61K000924
US20090130208,A61P000910
US20090214602,A61K000900
US20090214602,A61K00314365
US20090214602,A61K00314439
US20090214602,A61K003160
US20090220618,A01N005900
US20090220618,A01P000100
US20090220618,A61K003340
US20090220618,A61K004900
US20090220618,A61P002702
US20090298839,A61K0031498
US20090298839,A61K0031138
US20090298839,A61P002706
US20090298839,C12Q000168
US20090298839,A61K0031498
US20090298839,A61K0031138
US20090298839,A61P002706
US20090298839,C12Q000168
US20100021566,A61K003318
US20100021566,A61K0031122
US20100021566,A61K0031352
US20100021566,A61K0031403
US20100021566,A61K0031409
US20100021566,A61K00315415
US20100021566,A61P000900
US20100062064,A61K000930
US20100062064,A61K00314439
US20100062064,A61P001902
US20100062064,A61P002900
US20100093712,A61K00315415
US20100093712,A61K0031485
US20100093712,A61P002900
US20100104638,A61K000922
US20100104638,A61K003116
US20100104638,A61P001900
US20100151014,A61K000952
US20100151014,A61P002504
US20100158998,A61K003159
US20100158998,A61K000914
US20100158998,A61K000920
US20100158998,A61K000948
US20100158998,A61K0031593
US20100158998,A61K003166
US20100158998,A61K0031675
US20100158998,A61P000314
US20100158998,B05D000136
US20100178341,A61K000924
US20100178341,A61K00314406
US20100178341,A61P000306
US20100178341,A61P000900
US20100178341,A61K000924
US20100178341,A61K00314406
US20100178341,A61P000306
US20100178341,A61P000900
US20100209485,A61K003828
US20100209485,A61K0009127
US20100209485,A61K003802
US20100209485,A61K003843
US20100210600,A61K0031661
US20100210600,A61B0001307
US20100210600,A61F000204
US20100210600,A61K000902
US20100210600,A61M002500
US20100210600,A61M002900
US20100210600,A61M003100
US20100210600,A61P001500
US20100291019,A61K003179
US20100291019,A61P002702
US20100291019,A61P003104
US20100291019,A61P003112
US20100305163,A61K00314439
US20100305163,A61P000104
US20100305163,A61P001902
US20100305163,A61P002900
US20110046173,A61K0031485
US20110052675,A61K0009127
US20110052675,A61K000806
US20110052675,A61K000914
US20110052675,A61K000916
US20110052675,A61K000922
US20110053898,A61K003159
US20110053898,A61P001706
US20110086914,A61K0031232
US20110086914,A61K003120
US20110086914,A61P002500
US20110124589,A61K00317036
US20110124589,A61P001100
US20110124589,A61P002900
US20110124589,A61P003104
US20110129822,C12Q000168
US20110132357,A61K000912
US20110132357,A61K000914
US20110132357,A61K003140
US20110132357,A61M001500
US20110132357,A61P001100
US20110132357,A61P001102
US20110132357,A61P001108
US20110132357,A61P002900
US20110135737,A61K000912
