Patent ID,IPC
EP2002843,A61K0031167
EP2002843,A61K0031439
EP2002843,A61K0031573
EP2002843,A61K003158
EP2002843,A61K0031655
EP2002843,A61K004506
EP2002843,A61P001100
EP2002843,A61P001106
EP2002843,A61P001108
EP2004165,A61K0031136
EP2004165,A61K0031275
EP2004165,A61K003136
EP2004165,A61K0031381
EP2004165,A61K0031454
EP2004165,A61K0031519
EP2004165,A61K0031553
EP2004165,A61K00317072
EP2004165,A61K00317076
EP2004165,A61K004506
EP2004165,A61P003500
EP2004165,A61P003502
EP2004165,A61P003504
EP2004184,A61K0031425
EP2004215,A61K003848
EP2004844,A61K003900
EP2004844,A61K003800
EP2004844,C07K0014555
EP2004844,C07K001900
EP2007415,A61K003820
EP2007423,A61K0039395
EP2007423,A61P003118
EP2007423,A61P003500
EP2007423,C07K001628
EP2008655,A61K0031405
EP2008655,A61K0031407
EP2008655,A61K00314415
EP2008655,A61K003151
EP2008655,A61K0031714
EP2008655,A61P002900
EP2010155,A61K000916
EP2010155,A61K003826
EP2010177,A61K0031495
EP2010177,A61K0031135
EP2010177,A61K0031497
EP2010217,A61K004506
EP2010217,A61P000550
EP2011496,A61K0031352
EP2011496,A61K003623
EP2011496,A61P001500
EP2012587,A01N004354
EP2012587,A61K0031517
EP2012794,A61P000900
EP2012794,A61K003144
EP2012794,A61K003156
EP2012795,A61K003156
EP2012878,A61P004300
EP2012878,A61K004506
EP2014288,A61K0031415
EP2014288,A61K000912
EP2014288,A61P001102
EP2014288,A61P002504
EP2015743,A61K0031198
EP2015743,A61K003850
EP2015743,A61P003500
EP2015755,A61K000948
EP2015755,A61K003143
EP2015755,A61K0031546
EP2015755,A61P003104
EP2015775,A61K0039395
EP2015775,A61K005110
EP2015775,A61P003500
EP2015775,C07K001618
EP2015775,C07K001628
EP2019586,A61K0031196
EP2019586,A61K0031137
EP2019586,A61K00314468
EP2019586,A61K0031485
EP2019586,A61P002506
EP2019668,A61K000920
EP2019855,C12N000100
EP2020230,A61K0031192
EP2020230,A61K00314045
EP2020230,A61K00314155
EP2020230,A61K0031428
EP2020230,A61K0031429
EP2020230,A61K0031433
EP2020230,A61K00314439
EP2020230,A61K0031454
EP2020230,A61K00314709
EP2020230,A61K0031496
EP2020230,A61K0031506
EP2020230,A61K00315377
EP2020230,A61K003163
EP2020230,A61P002500
EP2020234,A61K00315375
EP2020234,A61K0031695
EP2020234,A61P000114
EP2020234,A61P000104
EP2020237,A61K003170
EP2020237,A61K0031337
EP2020237,A61K004506
EP2020237,A61P003500
EP2021016,C07K001624
EP2021016,A61K003900
EP2023894,A01N003712
EP2023894,A01N003744
EP2023894,A61K000900
EP2023894,A61K0031195
EP2026790,A61K003118
EP2026790,A61K004506
EP2026790,A61P002508
EP2026798,A61K0031415
EP2026798,A61K0031045
EP2026798,A61K0031426
EP2026798,A61P000300
EP2026798,A61P000900
EP2026803,A61K0031428
EP2026803,A61P002516
EP2026805,A61K00314468
EP2026805,A61P003500
EP2026805,A61P003502
EP2026805,A61P003504
EP2026808,A61K0031473
EP2026808,A61K0031517
EP2026808,A61K0031661
EP2026808,A61P003500
EP2029152,A61K003648
EP2029152,A61K0031045
EP2037931,A61K003152
EP2037931,A61K004506
EP2037931,A61P003500
EP2037931,A61P004300
EP2039356,A61K0031221
EP2039356,A61K0031395
EP2039356,A61K00314178
EP2039356,A61K0031475
EP2039356,A61K00317048
EP2039356,A61K004506
EP2039356,A61P004300
EP2040686,A61K000900
EP2040686,A61K0031137
EP2040686,A61K0031427
EP2040686,A61K003156
EP2040707,A61K0031502
EP2040707,A61K003140
EP2040707,A61K004506
EP2040707,A61P001100
EP2040738,A61K003820
EP2040738,A61K0031404
EP2040738,A61K00314412
EP2040738,A61P003500
EP2040755,A61K004506
EP2040755,A61K00314188
EP2040755,A61K0031445
EP2040755,A61P000304
EP2040755,A61P002528
EP2041181,C07K001630
EP2041181,A61K0039395
EP2041181,C07K0014705
EP2041181,C12N000950
EP2042190,A61K003851
EP2042190,A61K003530
EP2042190,A61K003846
EP2042190,A61P000900
EP2042190,A61P002500
EP2042190,A61P002528
EP2042190,A61P004300
EP2043624,A61K0031165
EP2043624,A61K00314453
EP2043624,A61P002500
EP2043635,A61K00314155
EP2043635,A61K0031416
EP2043635,A61K00314415
EP2043635,A61K0031445
EP2043635,A61K00315377
EP2043635,A61P003500
EP2043635,A61P004300
EP2043636,A61K00314196
EP2043636,A61K00314412
EP2043636,A61K00317048
EP2043636,A61P003110
EP2043641,A61K0031445
EP2043641,A61K0031495
EP2043641,A61K004506
EP2043641,A61P000100
EP2043641,A61P002500
EP2043641,A61P002516
EP2043641,A61P002530
EP2043641,A61P004300
EP2043649,A61K0031496
EP2043649,A61K0031522
EP2043685,A61P001700
EP2043685,A61K0039395
EP2046303,A61K000926
EP2046303,A61K000948
EP2046303,A61K000950
EP2046303,A61K000958
EP2046303,A61K0031137
EP2046303,A61K0031445
EP2046320,A61K0031197
EP2046320,A61P002508
EP2046330,A61K0031454
EP2046330,A61P003500
EP2046334,A61K00314439
EP2046334,A61K0031522
EP2046334,A61K004506
EP2046334,A61P000104
EP2046338,A61K003155
EP2046338,A61K003156
EP2046338,A61P001102
EP2046338,A61P002900
EP2046338,A61P003708
EP2046357,A61K003653
EP2046357,A23L003315
EP2046357,A61K003661
EP2047858,A61K003817
EP2047858,A61K00317068
EP2047858,A61K003845
EP2047858,A61P003500
EP2047858,C12N001563
EP2049091,A61K003105
EP2049091,A23K001028
EP2049091,A61K003801
EP2049091,A61K003817
EP2049096,A61K003119
EP2049096,A61K00314745
EP2049096,A61K0031506
EP2049096,A61K004506
EP2049096,A61P003502
EP2049096,G01N003350
EP2049106,A61K0031415
EP2049106,A61K00314453
EP2049106,A61P003500
EP2049106,A61P004300
EP2049112,A61K00314725
EP2049112,A61K004506
EP2049112,A61P002700
EP2049112,A61P003100
EP2049112,A61P003104
EP2049112,A61P003300
EP2049119,A61K00315377
EP2049119,A61K0031337
EP2049119,A61K0031475
EP2049119,A61K00317072
EP2049119,A61K003324
EP2049119,A61P004300
EP2049137,A61K003800
EP2049137,A61K0031165
EP2049137,C07K000700
EP2049137,C07K001400
EP2049155,A61K0039395
EP2049155,A61K0031337
EP2049155,A61P003500
EP2050455,A61K0031715
EP2050455,A61K003808
EP2050455,A61P003500
EP2050455,A61P003704
EP2050459,A61K0031075
EP2050459,A61K003821
EP2050459,A61P000116
EP2050459,A61P003112
EP2050459,A61P003114
EP2050459,A61P003500
EP2051703,A61K000924
EP2051703,A61K0031496
EP2051703,A61K0031536
EP2051703,A61K00315513
EP2051703,A61K00317068
EP2051703,A61K00317072
EP2051703,A61K00317076
EP2051703,A61K004506
EP2051703,A61P003118
EP2051710,A61K0031343
EP2051710,A61K0031404
EP2051710,A61K00314184
EP2051710,A61K00314439
EP2051710,A61K00314709
EP2051710,A61K00314725
EP2051710,A61K0039395
EP2051710,A61K004506
EP2051710,A61P002900
EP2051710,A61P002902
EP2051714,A61K0031538
EP2051714,A61K0031423
EP2051714,A61P000906
EP2051714,A61P001108
EP2051714,A61P001506
EP2051714,A61P001706
EP2051736,A61K004506
EP2051736,A61K003813
EP2052251,G01N003353
EP2052251,A61K0031343
EP2052251,A61K0031404
EP2052251,A61K0031437
EP2052251,A61K004506
EP2052251,A61P002522
EP2052251,A61P002524
EP2052251,G01N0033567
EP2060268,A61K003828
EP2060268,A61K003822
EP2060268,A61K004506
EP2060268,A61P000310
EP2060268,A61P000550
EP2065054,A61K004506
EP2065054,A61P003500
EP2066323,A61K0031437
EP2066323,A61K0031435
EP2066323,A61K004506
EP2066323,A61P002500
EP2070523,A61K003105
EP2070523,A61K0036575
EP2070523,A61P001902
EP2070523,A61P002902
EP2070524,A61K003105
EP2070524,A61K0036575
EP2070524,A61P001902
EP2070524,A61P002902
EP2074990,A61K000920
EP2074990,A61K003119
EP2074990,A61K004506
EP2076126,A01N003718
EP2076126,A61K003810
EP2076126,A61P003104
EP2076239,A61K000844
EP2076239,A61K003116
EP2076239,A61K003121
EP2076239,A61K0031496
EP2076239,A61K0031551
EP2076239,A61K0031554
EP2076239,A61K004506
EP2076239,A61P002518
EP2076239,A61P002522
EP2076239,A61P002524
EP2076247,A61K000914
EP2076247,A61K000916
EP2076247,A61P002302
EP2077861,A61K004748
EP2077861,A61L003110
EP2077861,A61L003116
EP2083830,A61K0031663
EP2083830,A61K0031439
EP2083830,A61K003150
EP2083830,A61K004506
EP2083830,A61P003500
EP2083921,A61P002528
EP2083921,A61K00314245
EP2083921,A61K00314439
EP2083921,A61K004506
EP2083921,A61P002526
EP2085084,A61K0031397
EP2085084,A61P003104
EP2085084,C07D047700
EP2086519,A61K000920
EP2086519,A61K000924
EP2086519,A61K003100
EP2086532,A61K003135
EP2086532,A61P000304
EP2086532,A61P000310
EP2086538,A61K0031437
EP2086538,A61K0031445
EP2086538,A61K004506
EP2086538,A61P002528
EP2086549,A61K003153
EP2086549,A61K0031555
EP2086549,A61K003324
EP2086549,A61P003500
EP2086560,A61K003600
EP2086560,A61K003653
EP2087894,A61K00317034
EP2087894,A61K003105
EP2087894,A61K004506
EP2087902,A61K003631
EP2087902,A61K000900
EP2090289,A61K000835
EP2090289,A61K000840
EP2090289,A61Q001704
EP2090289,A61Q001900
EP2090289,A61Q001906
EP2090289,A61Q001908
EP2091539,A61K0031505
EP2091539,A61K0031165
EP2091539,A61K0031415
EP2091539,A61K00314439
EP2091539,A61K00315375
EP2091539,A61K00315377
EP2091539,A61K0031541
EP2091539,A61K004506
EP2091539,A61P000912
EP2111858,A61K003113
EP2111858,A61K0031132
EP2111858,A61K0031136
EP2111858,A61K0031137
EP2111858,A61K0031198
EP2111858,A61K0031445
EP2111858,A61K003147
EP2111858,A61K0031495
EP2111858,A61K003166
EP2111858,A61K003306
EP2111858,A61P002528
EP2111861,A61K00314174
EP2111861,A61K0031422
EP2111861,A61K003146
EP2111861,A61K0031519
EP2111861,A61K003157
EP2111861,A61K004506
EP2111861,A61P001100
EP2111861,A61P002900
EP2111861,A61P003700
EP2124887,A61K000908
EP2124887,A61K000914
EP2124887,A61K003143
EP2124887,A61K0031545
EP2124887,A61P003100
EP2124887,C07D049900
EP2124911,A61K003105
EP2124911,A61K0031203
EP2124911,A61K003158
EP2124911,A61P001700
EP2124920,A61K0031195
EP2124920,A61K0031197
EP2124920,A61K00314164
EP2124920,A61K00314174
EP2124920,A61K00314178
EP2124920,A61K00314709
EP2124920,A61K004500
EP2124920,A61P002900
EP2124920,A61P002902
EP2124925,A61K0031205
EP2124925,A61K003122
EP2124925,A61K0031405
EP2124925,A61P000310
EP2125021,A61K004506
EP2125021,A61P001310
EP2127658,A61K000906
EP2127658,A61K000900
EP2127658,A61K0031047
EP2127658,A61K0031702
EP2127658,A61K0031715
EP2127658,A61K0031717
EP2127658,A61K0031723
EP2127658,A61K0031729
EP2127658,A61K0031731
EP2127658,A61K0031732
EP2127658,A61K0031734
EP2127658,A61K004506
EP2127658,A61K004726
EP2127658,A61K004736
EP2127658,A61P002716
EP2127665,A61K003802
EP2127665,A61K003826
EP2127665,A61K003833
EP2127665,A61P000550
EP2129368,A61K0031167
EP2129368,A61K003122
EP2129368,A61K0031366
EP2129368,A61K003140
EP2129368,A61K0031405
EP2129368,A61K0031505
EP2129368,A61K004506
EP2129368,A61P000900
EP2129368,A61P000910
EP2129368,A61P001106
EP2129368,A61K003147
EP2129368,A61P002900
EP2129371,A61K0031216
EP2129371,A23L0033105
EP2129371,A61K0031192
EP2129371,A61K0031352
EP2129371,A61K0031353
EP2129371,A61P000300
EP2129371,A61P000310
EP2129380,A61K0031485
EP2129380,A61K000908
EP2129380,A61K000920
EP2129398,A61K0039395
EP2129398,A61K003820
EP2131814,A61K000914
EP2131828,A61K003113
EP2131828,A61K003144
EP2131828,A61K00314412
EP2131828,A61P002528
EP2131828,A61P002706
EP2131832,A61K003120
EP2131832,A61K003122
EP2131832,A61K0031366
EP2131832,A61K003140
EP2131832,A61K0031405
EP2131832,A61K003144
EP2131832,A61K003147
EP2131832,A61K0031505
EP2131832,A61P000300
EP2131832,A61P000306
EP2131832,A61P000310
EP2131832,A61P000900
EP2131832,A61P000910
EP2131832,A61P000912
EP2131834,A61K0031335
EP2131834,A61K0031551
EP2131834,A61K003819
EP2131834,A61K0039395
EP2131834,A61K004506
EP2131834,A61P001102
EP2131834,A61P002714
EP2131834,A61P003708
EP2131840,A61K00314184
EP2134169,A01N003752
EP2134169,A61K0031155
EP2134340,A61K00314184
EP2134340,A61K00314412
EP2134340,A61K0031517
EP2134340,A61P003500
EP2134340,A61P004300
EP2135622,A61K004506
EP2135622,A61K0031132
EP2135622,A61K003300
EP2136798,A61K0031205
EP2136798,A61K003122
EP2136798,A61K003124
EP2136798,A61K0031366
EP2136798,A61K0031405
EP2136798,A61K004506
EP2136798,A61P000300
EP2136814,A61K0031675
EP2136814,A61K003159
EP2136814,A61K003166
EP2136814,A61P001900
EP2136842,A61K004506
EP2137182,C07D047100
EP2137182,C07D048900
EP2137182,C07D049100
EP2138174,A61K0031135
EP2138174,A61K000928
EP2138174,A61K0031137
EP2138174,A61K0031407
EP2138174,A61K004506
EP2138174,A61P002504
EP2138174,A61P002900
EP2139455,A61K000920
EP2139455,A61K000916
EP2139455,A61K0031135
EP2139455,A61K0031192
EP2139464,A61K0031155
EP2139464,A61K0031401
EP2139464,A61K00314196
EP2139464,A61P000310
EP2139486,A61K003152
EP2139486,A61K0031517
EP2139486,A61K004500
EP2139486,A61K004506
EP2139486,A61P003500
EP2139492,A61K0031573
EP2139492,A61K004506
EP2139492,A61P000910
EP2139511,A61K003819
EP2139511,A61K0031454
EP2139511,A61K0031515
EP2139511,A61K0031519
EP2139511,A61K003153
EP2139511,A61P003118
EP2139519,A61K004506
EP2139519,A61K0031185
EP2139519,A61K0031195
EP2139519,A61P002900
EP2142175,A61K000920
EP2142175,A61K0031196
EP2142175,A61K00315575
EP2142175,A61P001500
EP2142192,A61K0031454
EP2142192,A61K003113
EP2142192,A61K00317056
EP2142192,A61P003116
EP2142195,A61K0031737
EP2142195,A23L003300
EP2142195,A61K003105
EP2142195,A61K0031164
EP2142195,A61K0031197
EP2142195,A61K003603
EP2142195,A61P002100
EP2143443,A61K004506
EP2143443,A61K0031047
EP2143443,A61K003140
EP2143443,A61K0031496
EP2143443,A61K003154
EP2143443,A61K00317004
EP2143443,A61K0031702
EP2143443,A61P000304
EP2143443,A61P000310
EP2143443,A61P004300
EP2144607,A61K0031337
EP2144607,A61K0031513
EP2144607,A61K0031675
EP2144607,A61K0031704
EP2144607,A61K003324
EP2144607,A61K003803
EP2144607,A61K003810
EP2144607,A61K003816
EP2144607,A61K003817
EP2144607,A61K003820
EP2144607,A61K003821
EP2144607,A61K003822
EP2144607,A61K004506
EP2144607,A61P003500
EP2144630,A61K0039395
EP2144630,A61K00314535
EP2144630,A61K0031454
EP2144630,A61K00314545
EP2144630,A61K00317068
EP2144630,A61K00317076
EP2144630,A61K004506
EP2144630,A61P003500
EP2144630,A61P003502
EP2145896,C07K0014415
EP2145896,A61K003816
EP2145896,C07K000114
EP2145896,C07K001616
EP2145896,A61K003800
EP2148673,A61K0031454
EP2148673,A61K003113
EP2148673,A61K0031445
EP2148673,A61K00314545
EP2148673,A61P002528
EP2148680,A61K0031567
EP2148680,A61K003100
EP2148680,A61K0031138
EP2148680,A61K004506
EP2148680,A61P003500
EP2148682,A61K003157
EP2148682,A61P003500
EP2149546,C07C005730
EP2149546,A61K0031135
EP2149546,A61K0031192
EP2149546,C07C021774
EP2150234,A61K000908
EP2150234,A61K00314164
EP2150234,A61K0031453
EP2150246,A61K0031198
EP2150246,A61K0031205
EP2150246,A61K0031519
EP2150246,A61P002524
EP2152284,A61K003637
EP2152284,A61K003654
EP2152284,A61K003661
EP2152284,A61P000310
EP2155190,A61K003942
EP2155190,A01N004322
EP2155190,A01N004390
EP2155195,A61K00314365
EP2155195,A61K003144
EP2155195,A61K004506
EP2155195,A61P000702
EP2155195,A61P000910
EP2156836,A61K0031473
EP2156836,A61K0031517
EP2156847,A61K004506
EP2156847,A61K0031472
EP2156847,A61K0031517
EP2156847,A61P001308
EP2156847,A61P001310
EP2156863,A61P002900
EP2156863,A61K0031136
EP2156863,A61K0031137
EP2156863,A61K0031165
EP2156863,A61K0031196
EP2156863,A61K0031197
EP2156863,A61K0031381
EP2156863,A61K00315375
EP2156863,A61K004506
EP2156863,A61P002502
EP2156863,A61P002504
EP2156863,A61P002506
EP2161024,A61K0031445
EP2161024,A61K0031366
EP2161024,A61K003140
EP2161024,A61P003500
EP2163252,A61K003648
EP2163252,A23K000114
EP2163252,A23K000116
EP2163252,A23L000130
EP2163252,A23L0001305
EP2163252,A23L003315
EP2163252,A61K003107
EP2163252,A61K0031122
EP2163252,A61K0031198
EP2163252,A61K0031221
EP2163252,A61K003135
EP2163252,A61K0031353
EP2163252,A61K0031355
EP2163252,A61K003136
EP2163252,A61K0031375
EP2163252,A61K004500
EP2163252,A61P000300
EP2163252,A61P000302
EP2163252,A61P000304
EP2163252,A61P000306
EP2163252,A61P000310
EP2168582,A61K0031519
EP2168582,A61P003500
EP2170055,A61K0031715
EP2170055,A61K003170
EP2170055,A61K0031728
EP2170055,A61K003512
EP2170055,A61P001900
EP2170055,A61P001902
EP2170055,A61P001904
EP2170062,A61K0031402
EP2170062,A61K003105
EP2170062,A61K0031352
EP2170062,A61K00314706
EP2170062,A61K0031506
EP2170062,A61K0031517
EP2170062,A61K0031519
EP2170062,A61K00315377
EP2170062,A61K00317068
EP2170062,A61K004506
EP2170062,A61P003500
EP2170318,A61K0031282
EP2170318,A61K0031513
EP2170318,A61K0031661
EP2170318,A61K0031675
EP2170318,A61K00317028
EP2170318,A61K0031704
EP2170318,A61K003324
EP2170318,A61K003821
EP2170318,A61K004506
EP2170318,A61K004900
EP2170318,A61P003500
EP2170325,A61K00314192
EP2170325,A61K0031416
EP2170325,A61K004500
EP2170325,A61P002100
EP2170331,A61K003615
EP2170331,A61K0031352
EP2170331,A61K0031353
EP2170331,A61K0031355
EP2170331,A61K0031455
EP2170331,A61P003906
EP2170344,A61K0031557
EP2170344,A61K004506
EP2170344,A61P002900
EP2170344,C07C040500
EP2170396,A61K0031423
EP2170396,A61K0031573
EP2170405,A61K004904
EP2170405,A61K004906
EP2170405,A61K005104
EP2173332,A61K003105
EP2173332,A61K0031352
EP2173332,A61K0036185
EP2173332,A61P000304
EP2173332,A61P001908
EP2173332,A61P002500
EP2173338,A61K0031352
EP2173338,A61K0031517
EP2173338,A61P003500
EP2173338,G01N003350
EP2173341,A61K0031401
EP2173341,A61K0039395
EP2173341,A61K004506
EP2173341,A61P002528
EP2173349,A61K00314745
EP2173349,A61K003816
EP2173349,A61P003500
EP2174658,A61K003134
EP2174658,A61K003135
EP2174658,A61K0031353
EP2174658,A61K0031502
EP2174658,A61P000900
EP2175726,A01N004706
EP2175726,A61K0031265
EP2175845,A61K0031196
EP2175845,A61K0031167
EP2175845,A61K0031194
EP2175845,A61K003141
EP2175845,A61K0031436
EP2175845,A61K00314439
EP2175845,A61K00314535
EP2175845,A61K0031506
EP2175845,A61K0031517
EP2175845,A61K004506
EP2175845,A61P002900
EP2175861,A61K004506
EP2175861,A61K0031192
EP2175861,A61K003120
EP2175861,A61K0031557
EP2175861,A61P000104
EP2175861,A61P002528
EP2175861,A61P002900
EP2175861,A61P003500
EP2175885,A61K0031352
EP2175885,A61K003144
EP2175885,A61P003500
EP2178530,A61K0031351
EP2178530,A61K0031665
EP2178530,A61K003812
EP2178530,A61L001544
EP2178530,A61L002400
EP2178530,A61L002754
EP2178530,A61L003116
EP2178555,A61K003838
EP2178555,A61K0031155
EP2178555,A61P003500
EP2178561,A61K0039395
EP2178561,A61K0031445
EP2178561,A61K003813
EP2178561,A61P003706
EP2178561,C07K001628
EP2178562,A61K004506
EP2178562,A61K00314418
EP2178562,A61K0031517
EP2178562,A61P002900
EP2178563,A61K004506
EP2178563,A61P003500
EP2178563,A61P003504
EP2179735,A61K003153
EP2179735,A61K00315513
EP2179735,A61P002508
EP2190408,A61P002900
EP2190408,A61K000916
EP2190408,A61K000922
EP2190408,A61K000926
EP2190408,A61K0031485
EP2190408,A61K004734
EP2197440,A61K00314164
EP2197440,A01N004340
EP2197440,A01N004350
EP2197440,A01N004354
EP2197440,A61K00314412
EP2197440,A61K004506
EP2197440,A61P003104
EP2197440,A61P003110
EP2197440,A61P003112
EP2199274,C07C021774
EP2199274,A61K0031135
EP2199274,A61K0031167
EP2199274,A61P002500
EP2199274,C07C023325
EP2209477,A61K00317048
EP2209477,A61K000900
EP2209477,A61K003122
EP2209477,A61K0031222
EP2209477,A61K003135
EP2209477,A61K004506
EP2209477,A61K004706
EP2209477,A61K004710
EP2209477,A61K004714
EP2209477,A61K004744
EP2209477,A61P002900
EP2210589,A61K0009127
EP2210589,A61K003804
EP2210589,A61K003816
EP2210602,A61K0031198
EP2210602,A61K003848
EP2210602,A61K004506
EP2210602,A61P001100
EP2210602,A61P001110
EP2210602,A61P001112
EP2210602,A61P001114
EP2211835,A61K000900
EP2211835,A61K0031495
EP2211835,A61K003157
EP2211906,A61K004506
EP2211906,A61K003140
EP2211906,A61K003155
EP2211906,A61P001312
EP2213289,A61K0031473
EP2213289,A61P000310
EP2214789,A61P003500
EP2214789,A61K0031282
EP2214789,A61K0031337
EP2214789,A61K0031475
EP2214789,A61K0031555
EP2214789,A61K0031575
EP2214789,A61K004506
EP2214789,A61P002502
EP2216021,A61K0031426
EP2216021,A61K00314725
EP2216021,A61P001310
EP2216021,A61P004300
EP2217243,A61K004738
EP2217243,A61K0031565
EP2217243,A61K003157
EP2217243,A61P001518
EP2217274,A61K0039395
EP2217274,A61K0031436
EP2217274,A61P003500
EP2217274,C07K001478
EP2217274,C07K001628
EP2217276,A61K004506
EP2217276,A61K003847
EP2218452,A61K0031198
EP2218452,A61K00314015
EP2218452,A61P001700
EP2218462,A61K004506
EP2218462,A61K0031135
EP2218462,A61K0031137
EP2218462,A61K0031138
EP2218462,A61K003115
EP2218462,A61K0031165
EP2218462,A61K0031343
EP2218462,A61K0031381
EP2218462,A61K00314406
EP2218462,A61K0031445
EP2218462,A61K003145
EP2218462,A61K00314525
EP2218462,A61K00314709
EP2218462,A61K00315375
EP2218462,A61K003306
EP2218462,A61K003838
EP2218462,A61P002524
EP2219610,A61K000914
EP2219610,A61K000916
EP2219610,A61K0031165
EP2236138,A61K00314545
EP2236138,A61K0031343
EP2236138,A61K004506
EP2236138,A61P002522
EP2236138,A61P002524
EP2236139,A61K0031517
EP2236139,A61K0039395
EP2236139,A61P003500
EP2236157,A61K004506
EP2238984,A61K003855
EP2238984,A23L001340
EP2238984,A61P003500
EP2243494,A61K004506
EP2246037,A61K000849
EP2246037,A61K000863
EP2246037,A61Q001902
EP2246037,A61Q001908
EP2246037,G01N003350
EP2246050,A61K0031381
EP2246050,A61H000100
EP2246050,A61K00314535
EP2246050,A61P001900
EP2248523,A61K0031519
EP2248523,A61K0031616
EP2248523,A61K004506
EP2248523,A61P000900
EP2254561,A61K000970
EP2254563,A61K003100
EP2254563,A61K0031155
EP2254563,A61K003140
EP2254563,A61K003144
EP2254563,A61K00314422
EP2254563,A61K00314436
EP2254563,A61K00314439
EP2254563,A61K004506
EP2254563,A61P000310
EP2254563,A61P000904
EP2254563,A61P000912
EP2254564,A61K003100
EP2254564,A61P002528
EP2254577,A61K00314412
EP2254577,A61P002500
EP2254577,A61P002700
EP2255803,C07D048704
EP2255803,A61K000916
EP2255803,A61K000924
EP2255803,A61K000948
EP2255803,A61K000950
EP2255803,A61K0031405
EP2255803,A61K0031407
EP2255803,A61K00314415
EP2255803,A61K003151
EP2255803,A61K0031714
EP2255803,A61P002900
EP2255830,A61K004506
EP2255830,A61K0031436
EP2255830,A61K00314545
EP2255830,A61K0031519
EP2255830,A61K00315377
EP2255830,A61P003500
EP2255830,A61P004300
EP2258371,A61K0031506
EP2258371,A61K004500
EP2258371,A61K0031519
EP2258371,A61K003502
EP2258371,A61P003502
EP2258371,A61P004300
EP2258378,A61K003324
EP2258378,A61K00317068
EP2258378,A61P003500
EP2258378,A61P004300
EP2259797,A61K0039395
EP2259797,A61K0031404
EP2259797,A61K0031505
EP2259797,A61P003500
EP2259844,A61P003500
EP2259844,A23K0020195
EP2259844,A61K003100
EP2259844,A61K0031138
EP2259844,A61K0031195
EP2259844,A61K0031407
EP2259844,A61K004506
EP2260844,A61K0031343
EP2260844,A61K003113
EP2260844,A61K003116
EP2260844,A61K0031551
EP2260844,A61K004506
EP2260844,A61P002524
EP2260870,A61K004506
EP2260870,A61K0031352
EP2260870,A61K00315415
EP2260870,A61P003100
EP2260870,A61P003300
EP2262518,A61K0036889
EP2262518,A61P000910
EP2262518,A61P003906
EP2262518,A61K012700
EP2262534,A61K004506
EP2262534,A61K000920
EP2262534,A61P000104
EP2263666,A61K0031198
EP2263666,A23L0001305
EP2263666,A61P000104
EP2263666,A61P000106
EP2265246,A61K000842
EP2265246,A61K000849
EP2265246,A61Q001900
EP2265268,A61K000916
EP2265268,A61K0031192
EP2265268,A61K00317056
EP2265268,A61P001710
EP2265639,C07K001610
EP2265639,A61K003574
EP2265639,A61K0039395
EP2265639,A61P003114
EP2265639,A61K003900
EP2266567,A61K00314985
EP2266567,A61K0031519
EP2266567,A61K003809
EP2266567,A61P001308
EP2266567,A61P001500
EP2266568,A61K00314985
EP2266568,A61K0031519
EP2266568,A61K003809
EP2266568,A61P001308
EP2266568,A61P001500
EP2266584,A61K003324
EP2266584,A61K0031592
EP2266584,A61K0031593
EP2266584,A61K004506
EP2266584,A61P001908
EP2273989,A61K0031155
EP2273989,A01N004380
EP2273989,A01N004744
EP2273989,A01P000100
EP2273989,A61K00314174
EP2273989,A61K003143
EP2273989,A61K0031496
EP2273989,A61K0031635
EP2273989,A61K00317036
EP2273989,A61K003814
EP2273989,A61L000216
EP2273989,A61L001546
EP2273989,A61L001564
EP2273989,A61L002754
EP2273989,A61L002758
EP2273989,A61L002916
EP2273989,A61L003114
EP2273989,A61L003116
EP2273989,A61P003104
EP2273989,A61P003110
EP2273989,C08L010102
EP2274010,A61K0039395
EP2275093,A61K000922
EP2275093,A61K000948
EP2275093,A61K0031165
EP2275093,A61K003141
EP2275093,A61K00314178
EP2275093,A61K00314196
EP2275093,A61P000910
EP2275104,A61K00314418
EP2275104,A61K000804
EP2275104,A61K000806
EP2275104,A61K000849
EP2275104,A61K000855
EP2275104,A61K000898
EP2275104,A61K0031663
EP2275104,A61K003840
EP2275104,A61K004506
EP2275104,A61P001708
EP2275104,A61Q000500
EP2276484,A61K0031415
EP2276484,A61K003140
EP2276484,A61K0031496
EP2276484,A61K0031545
EP2276484,A61P003100
EP2276491,A61K004506
EP2276491,A61K0031405
EP2276491,A61K00314188
EP2276491,A61K0031535
EP2276491,A61K0031573
EP2276491,A61K003158
EP2276491,A61K00317042
EP2276491,A61P000100
EP2280733,A61K004506
EP2280733,A61K0031192
EP2280733,A61K003165
EP2280733,A61P001710
EP2281557,A61K000922
EP2281557,A61K000900
EP2281557,A61K000920
EP2281557,A61K000948
EP2282730,A61K003113
EP2282730,A61K00314015
EP2282730,A61K00314164
EP2282730,A61K0031496
EP2282730,A61P003110
EP2282739,A61K00314745
EP2282739,A61K0031675
EP2282739,A61K0039395
EP2282739,A61K004506
EP2282739,A61P003500
EP2282741,A61K0031575
EP2282741,A61K004736
EP2282741,A61P000104
EP2282778,A61K0031155
EP2282778,A61K0031195
EP2282778,A61K003137
EP2282778,A61K003142
EP2282778,A61K00314365
EP2282778,A61K003155
EP2282778,A61K003164
EP2282778,A61P002528
EP2282779,A61K004506
EP2282779,A61P002528
EP2283836,A61K0031197
